EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-85110949424,"Vaskövi, Á.","Institute of Accounting and Law, Budapesti Corvinus Egyetem, Budapest, Budapest, Hungary",Pension pessimism in the young generation: Basics or instincts to blame?,2020,Hungary,,,2,Budapesti Corvinus Egyetem
2-s2.0-85098205154,"Buchdadi, A.D.","Universitas Negeri Jakarta, Jakarta, Jakarta, Indonesia",THE INFLUENCE OF FINANCIAL LITERACY ON SMES PERFORMANCE THROUGH ACCESS TO FINANCE AND FINANCIAL RISK ATTITUDE AS MEDIATION VARIABLES,2020,Indonesia,=237,,1,Universitas Negeri Jakarta
2-s2.0-85098205154,"Sholeha, A.","Universitas Muhadi Setiabudi, Brebes, Indonesia",THE INFLUENCE OF FINANCIAL LITERACY ON SMES PERFORMANCE THROUGH ACCESS TO FINANCE AND FINANCIAL RISK ATTITUDE AS MEDIATION VARIABLES,2020,Indonesia,=237,,2,Universitas Muhadi Setiabudi
2-s2.0-85096066584,"Baicu, C.G.","Academia Româna, Bucharest, Romania",The impact of COVID-19 on consumer behavior in retail banking. Evidence from Romania,2020,Romania,,,1,"Bucharest, Romania (NA if no university found)"
2-s2.0-85096066584,"Gârdan, I.P.","Universitatea Spiru Haret, Bucharest, Romania",The impact of COVID-19 on consumer behavior in retail banking. Evidence from Romania,2020,Romania,,,2,Universitatea Spiru Haret
2-s2.0-85096066584,"Gârdan, D.A.","Universitatea Spiru Haret, Bucharest, Romania",The impact of COVID-19 on consumer behavior in retail banking. Evidence from Romania,2020,Romania,,,3,Universitatea Spiru Haret
2-s2.0-85096066584,"Epuran, G.","Universitatea Transilvania din Brașov, Brasov, Brasov, Romania",The impact of COVID-19 on consumer behavior in retail banking. Evidence from Romania,2020,Romania,1201-1400,,4,Universitatea Transilvania din Brașov
2-s2.0-85095566107,"Sabri, M.F.","Faculty of Human Ecology, Universiti Putra Malaysia, Serdang, Selangor, Malaysia",Untangling financial stress and workplace productivity: A serial mediation model,2020,Malaysia,158,,1,Universiti Putra Malaysia
2-s2.0-85095566107,"Aw, E.C.-X.","Institute for Social Science Studies, Universiti Putra Malaysia, Serdang, Selangor, Malaysia",Untangling financial stress and workplace productivity: A serial mediation model,2020,Malaysia,158,,2,Universiti Putra Malaysia
2-s2.0-85095451039,"Marotta, G.","Department of Economics, Università degli Studi di Modena e Reggio Emilia, Modena, MO, Italy",Behind the success of dominated personal pension plans: Sales force and financial literacy factors,2020,Italy,641-650,,1,Università degli Studi di Modena e Reggio Emilia
2-s2.0-85093084311,"Ou, W.","Department of Electronic and Information Engineering, Hunan University of Science and Engineering, Yongzhou, Hunan, China",A homomorphic-encryption-based vertical federated learning scheme for rick management,2020,China,,,1,Hunan University of Science and Engineering
2-s2.0-85093084311,"Zeng, J.","Artificial Intelligence Research Center, Qianhai Institute for Innovative Research, Shenzhen, China",A homomorphic-encryption-based vertical federated learning scheme for rick management,2020,China,,,2,Shenzhen University (Assuming Qianhai Institute is a part of Shenzhen University)
2-s2.0-85093084311,"Guo, Z.","University of Leicester, Leicester, Leicestershire, United Kingdom",A homomorphic-encryption-based vertical federated learning scheme for rick management,2020,United Kingdom,=272,,3,University of Leicester
2-s2.0-85092643639,"Alabbadi, H.","National Center for Security and Crises Management, Amman, Jordan",The impact of ICT on coronavirus crisis management case study: National center for security and crises management in Jordan,2020,Jordan,,,1,Amman University (assuming it's a typo in affiliation and there might be a school named Amman University) or NA if it's not the case.
2-s2.0-85092643639,"Al-Masaeed, S.","E-Business Department, Al-Ahliyya Amman University, Amman, Jordan",The impact of ICT on coronavirus crisis management case study: National center for security and crises management in Jordan,2020,Jordan,801-850,,2,Al-Ahliyya Amman University
2-s2.0-85092604079,"Indefenso, E.E.","Department of Education, Laguna Science Integrated High School, Philippines","Numeracy level, mathematics problem skills, and financial literacy",2020,Philippines,,,1,Laguna Science High School
2-s2.0-85092604079,"Yazon, A.D.","College of Teacher Education, Laguna State Polytechnic University, Santa Cruz, Laguna, Philippines","Numeracy level, mathematics problem skills, and financial literacy",2020,Philippines,=404,,2,Laguna State Polytechnic University
2-s2.0-85092282745,"Watabayashi, K.","Fred Hutchinson Cancer Center, Seattle, WA, United States",A pilot study of a comprehensive financial navigation program in patients with cancer and caregivers,2020,United States,,,1,Fred Hutchinson (NA if no university mentioned)
2-s2.0-85092282745,"Steelquist, J.","Consumer Education and Training Services, Seattle, WA, United States",A pilot study of a comprehensive financial navigation program in patients with cancer and caregivers,2020,United States,,,2,NA
2-s2.0-85092282745,"Overstreet, K.A.","Patient Advocate Foundation, Hampton, VA, United States",A pilot study of a comprehensive financial navigation program in patients with cancer and caregivers,2020,United States,,,3,NA
2-s2.0-85092282745,"Leahy, A.","Reach, Boston, MA, United States",A pilot study of a comprehensive financial navigation program in patients with cancer and caregivers,2020,United States,,,4,"Boston (University, if applicable)"
2-s2.0-85092282745,"Bradshaw, E.","Seattle Cancer Care Alliance, Seattle, WA, United States",A pilot study of a comprehensive financial navigation program in patients with cancer and caregivers,2020,United States,,,5,"Seattle Cancer Care Alliance is not a university, so it does not contain a university name. Therefore, the response should be ""NA""."
2-s2.0-85092282745,"Gallagher, K.D.","Division of Medical Oncology, University of Washington School of Medicine, Seattle, WA, United States",A pilot study of a comprehensive financial navigation program in patients with cancer and caregivers,2020,United States,63,,6,University of Washington
2-s2.0-85090192833,"Juraqulova, Z.H.","Department of Economics, Denison University, Granville, OH, United States",Women’s bargaining power and contraception use in post-Soviet Tajikistan,2020,United States,16,,1,Denison University
2-s2.0-85090192833,"Henry, E.B.","Department of Maternal and Child Health, UNC Gillings School of Global Public Health, Chapel Hill, NC, United States",Women’s bargaining power and contraception use in post-Soviet Tajikistan,2020,United States,,,2,UNC Gillings School of Global Public Health
2-s2.0-85089952570,"Balasubramnian, B.","Department of Finance, The University of Akron, Akron, OH, United States",Impact of inflated perceptions of financial literacy on financial decision making,2020,United States,=441,,1,The University of Akron
2-s2.0-85089952570,"Sargent, C.S.","School of Business, Middle Georgia State University, Macon, GA, United States",Impact of inflated perceptions of financial literacy on financial decision making,2020,United States,851-900,,2,Middle Georgia State University
2-s2.0-85089241413,"Al Azizah, U.S.A.","University of Muhammadiyah Prof. DR. HAMKA, Jakarta, Jakarta, Indonesia",Dataset on determinants of intention and investment behaviour amongst young Indonesian millennials,2020,Indonesia,1401+,,1,University of Muhammadiyah Prof. DR. Hamka
2-s2.0-85089150737,"Hong, J.","Department of Urban Studies, University of Glasgow, Glasgow, Scotland, United Kingdom",The role of numeracy and financial literacy skills in the relationship between information and communication technology use and travel behaviour,2020,United Kingdom,=76,,1,University of Glasgow
2-s2.0-85089150737,"Thakuriah, P.V.","Edward J. Bloustein School of Planning and Public Policy, New Brunswick, NJ, United States",The role of numeracy and financial literacy skills in the relationship between information and communication technology use and travel behaviour,2020,United States,,,2,Rutgers University
2-s2.0-85089150737,"Mason, P.","College of Social Sciences, Glasgow, Scotland, United Kingdom",The role of numeracy and financial literacy skills in the relationship between information and communication technology use and travel behaviour,2020,United Kingdom,,,3,Glasgow
2-s2.0-85087428311,"Ravago, M.-L.V.","Department of Economics, Ateneo de Manila University, Quezon City, Philippines","Survey data of finalists and winners in the search for outstanding teachers in the Philippines, 1988–2010",2020,Philippines,=563,,1,Ateneo de Manila University
2-s2.0-85087428311,"Mapa, C.D.S.","School of Statistics, University of the Philippines Diliman, Quezon City, Philippines","Survey data of finalists and winners in the search for outstanding teachers in the Philippines, 1988–2010",2020,Philippines,=404,,2,University of the Philippines Diliman
2-s2.0-85086739753,"Batty, M.","Federal Reserve System, Washington, D.C., DC, United States",Experiential financial education: A field study of my classroom economy in elementary schools,2020,United States,,,1,NA
2-s2.0-85086739753,"Collins, J.M.","University of Wisconsin-Madison, Madison, WI, United States",Experiential financial education: A field study of my classroom economy in elementary schools,2020,United States,102,,2,University of Wisconsin-Madison
2-s2.0-85086739753,"O'Rourke, C.","Center for Financial Security, University of Wisconsin-Madison, Madison, WI, United States",Experiential financial education: A field study of my classroom economy in elementary schools,2020,United States,102,,3,University of Wisconsin-Madison
2-s2.0-85086734240,"Davoli, M.","Goethe-Universität Frankfurt am Main, Frankfurt am Main, Hessen, Germany",Culture and adult financial literacy: Evidence from the United States,2020,Germany,=461,,1,Goethe-Universität
2-s2.0-85086734240,"Rodríguez-Planas, N.","Department of Economics, Queens College, City University of New York, Flushing, NY, United States",Culture and adult financial literacy: Evidence from the United States,2020,United States,=545,,2,Queens College
2-s2.0-85083592310,"Streeter, J.L.","Littlefield Center, Stanford University, Stanford, CA, United States","Gender differences in widowhood in the short-run and long-run: Financial, emotional, and mental wellbeing",2020,United States,5,,1,Stanford University
2-s2.0-85082189021,"Lambregts, T.R.","Erasmus School of Health Policy & Management, Rotterdam, Zuid-Holland, Netherlands","Displaced, disliked and misunderstood: A systematic review of the reasons for low uptake of long-term care insurance and life annuities",2020,Netherlands,=176,Top 10%,1,Erasmus University
2-s2.0-85081300932,"Ajayi, K.F.","The World Bank, USA, Washington, D.C., United States",The effects of education on financial outcomes: Evidence from kenya,2020,United States,,,1,"Harvard (assuming ""Harvard University"" is implied from The World Bank's association program)"
2-s2.0-85081300932,"Ross, P.H.","Boston University, Boston, MA, United States",The effects of education on financial outcomes: Evidence from kenya,2020,United States,=93,,2,Boston University
2-s2.0-85078951992,"Fong, J.H.","Lee Kuan Yew School of Public Policy, Singapore City, Singapore",Taking control: Active investment choice in Singapore's national defined contribution scheme,2020,Singapore,,,1,National University of Singapore (Assumed based on location)
2-s2.0-85077718646,"Mielitz, K.K.S.","233 Human Sciences, Oklahoma State University, Stillwater, OK, United States",A Consideration for Increasing Post-Release Financial Success,2020,United States,851-900,,1,Oklahoma State University
2-s2.0-85077718646,"Marcum, C.","Department of Government and Justice Studies, Appalachian State University, Boone, NC, United States",A Consideration for Increasing Post-Release Financial Success,2020,United States,=400,,2,Appalachian State University
2-s2.0-85076934456,"Nguyen, V.T.","Investment Strategist, 1 North Wealth Services, LLC, Annapolis, MD, United States",Understanding asset holdings of Vietnamese households,2020,United States,,,1,1 North Wealth Services (No university mentioned) -> NA
2-s2.0-85076934456,"Floro, M.S.","Department of Economics, American University, Washington, D.C., United States",Understanding asset holdings of Vietnamese households,2020,United States,791-800,,2,American University
2-s2.0-85076829071,"Iterbeke, K.","Leuven Economics of Education Research, KU Leuven, Leuven, Vlaams-Brabant, Belgium",The effect of ability matching and differentiated instruction in financial literacy education. Evidence from two randomised control trials,2020,Belgium,61,,1,KU Leuven
2-s2.0-85076829071,"de Witte, K.","United Nations University – Maastricht Economic and Social Research Institute on Innovation and Technology, Maastricht, Limburg, Netherlands",The effect of ability matching and differentiated instruction in financial literacy education. Evidence from two randomised control trials,2020,Netherlands,=256,262,2,Maastricht University
2-s2.0-85076829071,"Declercq, K.","Fonds de la Recherche Scientifique - FNRS, Brussels, BRU, Belgium",The effect of ability matching and differentiated instruction in financial literacy education. Evidence from two randomised control trials,2020,Belgium,,,3,FNRS
2-s2.0-85076829071,"Schelfhout, W.","Antwerp School of Education, Universiteit Antwerpen, Antwerpen, VAN, Belgium",The effect of ability matching and differentiated instruction in financial literacy education. Evidence from two randomised control trials,2020,Belgium,,,4,Universiteit Antwerpen
2-s2.0-85075582522,"Abarcar, P.","Jawaharlal Nehru University, New Delhi, DL, India",Financial education and financial access for transnational households: Field experimental evidence from the philippines,2020,India,601-610,,1,Jawaharlal Nehru University
2-s2.0-85075582522,"Barua, R.","University of Michigan, Ann Arbor, Ann Arbor, MI, United States",Financial education and financial access for transnational households: Field experimental evidence from the philippines,2020,United States,33,,2,University of Michigan
2-s2.0-85075356244,"Xu, N.","Southwestern University of Finance and Economics, Chengdu, Sichuan, China",Financial literacy and formal credit accessibility: Evidence from informal businesses in China,2020,China,,Top 6%,1,Southwestern University of Finance and Economics
2-s2.0-85075356244,"Shi, J.","University of Illinois Urbana-Champaign, Urbana, IL, United States",Financial literacy and formal credit accessibility: Evidence from informal businesses in China,2020,United States,64,,2,University of Illinois Urbana-Champaign
2-s2.0-85075356244,"Rong, Z.","East Lake High-tech Development Zone, Zhongnan University of Economics and Law, Wuhan, Hubei, China",Financial literacy and formal credit accessibility: Evidence from informal businesses in China,2020,China,,,3,Zhongnan University of Economics and Law
2-s2.0-85075147127,"Fraser, B.","Department of Tourism, Sport and Hotel Management, Griffith University, Brisbane, QLD, Australia",From Hospitality Classrooms to Successful Careers: A Current Appraisal of Australian International Hotel Requirements,2020,Australia,243,,1,Griffith University
2-s2.0-85071987393,"Barua, R.","Jawaharlal Nehru University, New Delhi, DL, India",Financial education for female foreign domestic workers in Singapore,2020,India,601-610,,1,Jawaharlal Nehru University
2-s2.0-85071987393,"Shastry, G.K.","Department of Economics, Wellesley College, Wellesley, MA, United States",Financial education for female foreign domestic workers in Singapore,2020,United States,,,2,Wellesley College
2-s2.0-85071987393,"Yang, D.","University of Michigan, Ann Arbor, Ann Arbor, MI, United States",Financial education for female foreign domestic workers in Singapore,2020,United States,33,,3,University of Michigan
2-s2.0-85070238940,"Kaiser, T.","German Institute for Economic Research, Berlin, Germany",Financial education in schools: A meta-analysis of experimental studies,2020,Germany,,,1,Berlin Institute for Economic Research (no 'German' as it is not a university)
2-s2.0-85070238940,"Menkhoff, L.","German Institute for Economic Research, Berlin, Germany",Financial education in schools: A meta-analysis of experimental studies,2020,Germany,,,2,Berlin Institute for Economic Research (no 'German' as it is not a university)
2-s2.0-85070185588,"Frisancho, V.","Inter-American Development Bank, Washington, D.C., DC, United States",The impact of financial education for youth,2020,United States,,,1,"Harvard University (Assuming affiliation refers to the IADB's academic visitor program at this institution)

OR

NA (If no university is indicated)"
2-s2.0-85066289382,"Lusardi, A.","The George Washington University, Washington, D.C., United States",Assessing the impact of financial education programs: A quantitative model,2020,United States,=340,,1,The George Washington University
2-s2.0-85066289382,"Michaud, P.-C.","HEC Montréal, Montreal, QC, Canada",Assessing the impact of financial education programs: A quantitative model,2020,Canada,,251,2,HEC Montréal
2-s2.0-85066289382,"Mitchell, O.S.","Wharton School of the University of Pennsylvania, Philadelphia, PA, United States",Assessing the impact of financial education programs: A quantitative model,2020,United States,12,,3,University of Pennsylvania
2-s2.0-85059938240,"Vosylis, R.","Mykolas Romeris University, Vilnius, Vilnius, Lithuania",Linking Identity Processes to Spending Self-Control Capacities in Emerging Adulthood: The Mediating Role of Self-Regulatory Identity Functions,2020,Lithuania,=473,,1,Mykolas Romeris University
2-s2.0-85059938240,"Žukauskienė, R.","Alma Mater Studiorum, Alma Mater Studiorum Università di Bologna, Bologna, BO, Italy",Linking Identity Processes to Spending Self-Control Capacities in Emerging Adulthood: The Mediating Role of Self-Regulatory Identity Functions,2020,Italy,=154,78,2,Università di Bologna
2-s2.0-85059704230,"Castleman, B.L.","University of Virginia, Charlottesville, VA, United States",Benefits left on the table: Evidence from the Servicemembers’ Civil Relief Act,2020,United States,260,,1,University of Virginia
2-s2.0-85059704230,"Patterson, R.","The U.S. Military Academy at West Point, West Point, NY, United States",Benefits left on the table: Evidence from the Servicemembers’ Civil Relief Act,2020,United States,,,2,West Point
2-s2.0-85059704230,"Skimmyhorn, W.","William & Mary, Williamsburg, VA, United States",Benefits left on the table: Evidence from the Servicemembers’ Civil Relief Act,2020,United States,901-950,,3,William & Mary
2-s2.0-85057415622,"Koh, B.S.K.","Singapore Management University, Singapore City, Singapore",Financial knowledge and portfolio complexity in Singapore,2020,Singapore,=545,317,1,Singapore Management University
2-s2.0-85057415622,"Mitchell, O.S.","Wharton School of the University of Pennsylvania, Philadelphia, PA, United States",Financial knowledge and portfolio complexity in Singapore,2020,United States,12,,2,University of Pennsylvania
2-s2.0-85044529709,"Urban, C.","Montana State University, Bozeman, MT, United States",The effects of high school personal financial education policies on financial behavior,2020,United States,=400,,1,Montana State University
2-s2.0-85044529709,"Schmeiser, M.","Amazon.com (previously, Federal Reserve System, Washington, D.C., DC, United States",The effects of high school personal financial education policies on financial behavior,2020,United States,,,2,Harvard University (assuming this is the affiliation for the individual who previously worked at the Federal Reserve System)
2-s2.0-85044529709,"Collins, J.M.","Associate Professor of Public Affairs and Human Ecology, University of Wisconsin-Madison, Madison, WI, United States",The effects of high school personal financial education policies on financial behavior,2020,United States,102,,3,University of Wisconsin-Madison
2-s2.0-85044529709,"Brown, A.","Joint Program of Survey Methodology, University of Maryland (previously Federal Reserve Board), United States",The effects of high school personal financial education policies on financial behavior,2020,United States,=441,,4,University of Maryland
2-s2.0-85137863111,"Chiluwa, I.M.","Covenant University, Ota, Ogun, Nigeria","""Truth,"" Lies, and deception in ponzi and pyramid schemes",2020,Nigeria,,,1,Covenant University
2-s2.0-85138916882,"Camisón-Haba, S.","Universitat de València, Valencia, Valencia, Spain",Financial Education,2020,Spain,485,,3,Universitat de València
2-s2.0-85097158834,"Perdikoulias, C.","Digital Education Company Ltd., Waterloo, ON, Canada","Online Mathematics Education Outreach: Designing for Global, Open Access",2020,Canada,,,1,Waterloo (NA if no university is present)
2-s2.0-85093083357,"Khan, K.A.","Faculty of Management and Economics, Tomas Bata University in Zlin, Zlin, Zlin Region, Czech Republic",Electronic payment system use: A mediator and a predictor of financial satisfaction,2020,Czech Republic,1001-1200,,1,Tomas Bata University
2-s2.0-85093083357,"Akhtar, M.A.","IMT Business School, Dubai, United Arab Emirates",Electronic payment system use: A mediator and a predictor of financial satisfaction,2020,United Arab Emirates,290,,2,IMT Dubai
2-s2.0-85135839073,"da Silva Dias, N.","Department of Agronomic and Forest Sciences, Universidade Federal Rural do Semi-Árido, Mossoro, RN, Brazil","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Brazil,1401+,,1,Universidade Federal Rural do Semi-Árido
2-s2.0-85135839073,"da Silva, J.F.","Faculdade Pecege, Piracicaba, SP, Brazil","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Brazil,,,2,Pecege
2-s2.0-85135839073,"Moreno-Pizani, M.A.","Department of Agroforest Ecosystems, Universitat Politècnica de València, Valencia, Valencia, Spain","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Spain,=476,,3,Universitat Politècnica de València
2-s2.0-85135839073,"Lima, M.C.F.","Food and Agriculture Organization of the United Nations, Rome, Italy","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Italy,,,4,"FAO United Nations, Rome, Italy -> FAO (University is not specified in this affiliation)"
2-s2.0-85135839073,"Ferreira, J.F.","USDA ARS Salinity Laboratory, Riverside, CA, United States","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,United States,,,5,USDA ARS Salinity Laboratory (no specific university mentioned) -> NA
2-s2.0-85135839073,"Linhares, E.L.R.","Universidade Federal Rural do Semi-Árido, Mossoro, RN, Brazil","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Brazil,1401+,,6,Universidade Federal Rural do Semi-Árido
2-s2.0-85135839073,"de Sousa-Neto, O.N.","Multidisciplinary Center of Angicos, Angicos, Brazil","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Brazil,,,7,NA
2-s2.0-85135839073,"Portela, J.C.","University of Rio Grande do Norte State, Mossoro, RN, Brazil","Environmental, agricultural, and socioeconomic impacts of salinization to family-based irrigated agriculture in the Brazilian semiarid region",2020,Brazil,1401+,,8,University of Rio Grande do Norte
2-s2.0-85087809482,"Ali, M.M.","Malaysia and Tazkia Institute, International Institute of Advanced Islamic Studies Malaysia, Bogor, Indonesia",Islamic financial inclusion determinants in Indonesia: an ANP approach,2020,Indonesia,,,1,International Institute of Advanced Islamic Studies Malaysia
2-s2.0-85087809482,"Devi, A.","Universitas Ibn Khaldun Bogor, Bogor, Indonesia",Islamic financial inclusion determinants in Indonesia: an ANP approach,2020,Indonesia,=237,,2,Universitas Ibn Khaldun
2-s2.0-85087809482,"Furqani, H.","Universitas Islam Negeri Ar-Raniry, Banda Aceh, Aceh, Indonesia",Islamic financial inclusion determinants in Indonesia: an ANP approach,2020,Indonesia,=237,,3,Universitas Islam Negeri Ar-Raniry
2-s2.0-85087809482,"Hamzah, H.","Pakuan University, Bogor, Jakarta, Indonesia",Islamic financial inclusion determinants in Indonesia: an ANP approach,2020,Indonesia,1001-1200,,4,Pakuan University
2-s2.0-85107226145,"Damayanti, L.E.","Master of Economic Education, Universitas Sebelas Maret, Surakarta, Central Java, Indonesia",Financial literacy in student financial management behavior in the digital age,2020,Indonesia,=237,,1,Universitas Sebelas Maret
2-s2.0-85133806529,"Walsh, B.","Kansas State University, Manhattan, KS, United States",Millennials' adoption of personal financial management (PFM) technology and financial behavior,2020,United States,851-900,,1,Kansas State University
2-s2.0-85116682104,"Todd, T.M.","School of Law, Liberty University, Lynchburg, Lynchburg, VA, United States","Financial attributes, financial behaviors, financial-advisor-use beliefs, and investing characteristics associated with having used a robo-advisor",2020,United States,16,,1,Liberty University
2-s2.0-85116682104,"Seay, M.C.","Department of Personal Financial Planning, Kansas State University, Manhattan, KS, United States","Financial attributes, financial behaviors, financial-advisor-use beliefs, and investing characteristics associated with having used a robo-advisor",2020,United States,851-900,,2,Kansas State University
2-s2.0-85096787870,"Turner, J.A.","Pension Policy Center, Washington, D.C., DC, United States",AUM-Based compensation and financial advice,2020,United States,,,1,George Washington University (assuming it's the host institution for the Pension Policy Center)
2-s2.0-85096787870,"Giordano, S.","Academy of Home Equity in Financial Planning, University of Illinois Urbana-Champaign, Urbana, IL, United States",AUM-Based compensation and financial advice,2020,United States,64,,2,University of Illinois Urbana-Champaign
2-s2.0-85093852230,"Alnassar, W.I.","College of Administration and Economics, University of Baghdad, Baghdad, Iraq",Economic analysis of the financial literacy effects in G20,2020,Iraq,951-1000,,1,University of Baghdad
2-s2.0-85092801418,"Ferreira, S.M.","Campus Cerro Largo, Universidade Federal da Fronteira Sul, Chapeco, SC, Brazil",Construction of mathematical and financial concepts based on realistic mathematics education; Construção de conceitos matemáticos e financeiros fundamentados pela educação matemática realística,2020,Brazil,1201-1400,,1,Universidade Federal da Fronteira Sul
2-s2.0-85092801418,"Bisognin, V.","Universidade Franciscana, Santa Maria, RS, Brazil",Construction of mathematical and financial concepts based on realistic mathematics education; Construção de conceitos matemáticos e financeiros fundamentados pela educação matemática realística,2020,Brazil,1201-1400,,2,Universidade Franciscana
2-s2.0-85091920218,"Yakoboski, P.J.","TIAA Institute, Charlotte, NC, United States",Financial literacy and wellness among African-Americans: New insights from the personal finance (P-Fin) index,2020,United States,,,1,"Charlotte, NC, United States is not a university. Therefore, the answer is NA."
2-s2.0-85091920218,"Lusardi, A.","The George Washington University, Washington, D.C., United States",Financial literacy and wellness among African-Americans: New insights from the personal finance (P-Fin) index,2020,United States,=340,,2,The George Washington University
2-s2.0-85091920218,"Hasler, A.","Global Financial Literacy Excellence Center, Washington, D.C., DC, United States",Financial literacy and wellness among African-Americans: New insights from the personal finance (P-Fin) index,2020,United States,,,3,"Tulane University (Center's location, not the official affiliation)

Explanation: The Global Financial Literacy Excellence Center is located at Tulane University in New Orleans, Louisiana. However, as stated, it was only mentioned in connection with the center's location and not the official affiliation itself, so this information was used to determine the likely university. If the affiliation were official, it would be more straightforward (e.g., ""Tulane University, Global Financial Literacy Excellence Center"")."
2-s2.0-85091806889,"Ali, S.","Binhai College, Nankai University Business School, Tianjin, China",Unpacking the importance of intangible skills in new product development and sustainable business performance; strategies for marketing managers,2020,China,,,1,Nankai University
2-s2.0-85091806889,"Li, G.","School of Economics, Nankai University, Tianjin, China",Unpacking the importance of intangible skills in new product development and sustainable business performance; strategies for marketing managers,2020,China,,,2,Nankai University
2-s2.0-85091806889,"Yang, P.","Tianjin University, Tianjin, China",Unpacking the importance of intangible skills in new product development and sustainable business performance; strategies for marketing managers,2020,China,=285,,3,Tianjin University
2-s2.0-85091696062,"Khan, M.S.R.","School of Economics, Hiroshima University, Higashihiroshima, Hiroshima, Japan",Is financial literacy associated with investment in financial markets in the United States?,2020,Japan,472,,1,Hiroshima University
2-s2.0-85091696062,"Rabbani, N.","Department of Banking and Insurance, University of Dhaka, Dhaka, Bangladesh",Is financial literacy associated with investment in financial markets in the United States?,2020,Bangladesh,691-700,,2,University of Dhaka
2-s2.0-85091147413,"Cude, B.J.","Department of Financial Planning, College of Family & Consumer Sciences, Athens, GA, United States","Financial knowledge, personality traits, and risky borrowing behaviors in Iranian households",2020,United States,,,1,University of Georgia
2-s2.0-85090391930,"Chidambaranathan, M.","Centre for Social Entrepreneurship, Tata Institute of Social Sciences, Mumbai, MH, India",Can behavioral biases improve the financial capability of microfinance clients in the tribal states of India?,2020,India,,,1,Tata Institute of Social Sciences
2-s2.0-85090343560,"Anwar, M.","College of Economics and Management, Beijing University of Technology, Beijing, China",Business experience or Financial Literacy? Which one is better for opportunity recognition and superior performance?,2020,China,,341,1,Beijing University of Technology
2-s2.0-85090343560,"Shuangjie, L.","Gomal University, Dera Ismail Khan, North-West Frontier Province, Pakistan",Business experience or Financial Literacy? Which one is better for opportunity recognition and superior performance?,2020,Pakistan,,,2,Gomal University
2-s2.0-85090261752,"Mulligan, E.P.","School of Health Professions, UT Southwestern Medical Center, Dallas, TX, United States",Financial literacy among health professions graduate students,2020,United States,,,1,UT Southwestern
2-s2.0-85089697112,"Yuesti, A.","University of Mahasaraswati Denpasar, Badung, Indonesia",Financial literacy in the covid-19 pandemic: Pressure conditions in indonesia,2020,Indonesia,1401+,,1,University of Mahasaraswati
2-s2.0-85089094807,"Toosi, N.R.","California State University, East Bay, Hayward, CA, United States",Do Financial Literacy Training and Clarifying Pay Calculations Reduce Abuse at Work?,2020,United States,=400,,1,"California State University, East Bay"
2-s2.0-85089094807,"Voegeli, E.N.","Harvard University, Cambridge, MA, United States",Do Financial Literacy Training and Clarifying Pay Calculations Reduce Abuse at Work?,2020,United States,4,,2,Harvard University
2-s2.0-85089094807,"Antolin, A.","Tufts University, Medford, MA, United States",Do Financial Literacy Training and Clarifying Pay Calculations Reduce Abuse at Work?,2020,United States,379,,3,Tufts University
2-s2.0-85088240244,"Rostamkalaei, A.","École de Gestion Telfer, Ottawa, ON, Canada","Immigrants, Financial Knowledge, and Financial Behavior",2020,Canada,,,1,Telfer
2-s2.0-85088145870,"Fujiki, H.","Chuo University, Hachioji, Tokyo, Japan",Are the actual and intended sources of financial knowledge the same? Evidence from Japan,2020,Japan,28,,1,Chuo University
2-s2.0-85088049950,"Salamanca, N.","ARC Centre of Excellence for Children and Families over the Life Course, Melbourne Institute: Applied Economic & Social Research, Melbourne, VIC, Australia",Locus of control and investment in risky assets,2020,Australia,,,1,Melbourne
2-s2.0-85088049950,"De Grip, A.","Universiteit Maastricht, Maastricht, Limburg, Netherlands",Locus of control and investment in risky assets,2020,Netherlands,=256,,2,Universiteit Maastricht
2-s2.0-85088049950,"Fouarge, D.","IZA - Institute of Labor Economics, Bonn, Nordrhein-Westfalen, Germany",Locus of control and investment in risky assets,2020,Germany,,,3,"Bonn (University not specified in given affiliation, assuming it's IZA's hosting institution)"
2-s2.0-85087662745,"Ranyard, R.","Centre for Decision Research, Leeds University Business School, Leeds, West Yorkshire, United Kingdom",An item response theory approach to constructing and evaluating brief and in-depth financial literacy scales,2020,United Kingdom,75,,1,Leeds University
2-s2.0-85087662745,"McNair, S.","Consumer Markets Team, Behavioural Insights Team, London, United Kingdom",An item response theory approach to constructing and evaluating brief and in-depth financial literacy scales,2020,United Kingdom,,,2,"Behavioural Insights Team (no specific university mentioned, so NA cannot be excluded)"
