EID,Authors,Affiliations,Title,Year,country,affil_norm,country_norm,qs_rank_2024
2-s2.0-85060714913,"Pathak, S.A.","Symbiosis International (Deemed University), Pune, MH, India",Financial literacy for financial inclusion using mobile technology in India,2018,India,symbiosis international (deemed university) pune mh india,india,
2-s2.0-85060691039,"Jain, D.","Symbiosis International (Deemed University), Pune, MH, India",Marketing techniques for financial inclusion and development,2018,India,symbiosis international (deemed university) pune mh india,india,
2-s2.0-85060673387,"Pillai, D.","Symbiosis International (Deemed University), Pune, MH, India",Challenges faced by banks for financial inclusion: Growth and viability in the Indian context,2018,India,symbiosis international (deemed university) pune mh india,india,
2-s2.0-85059082257,"Sekantsi, L.P.","Central Bank of Lesotho, National Payment System Division, Maseru, Lesotho",International remittance markets in lesotho: Implications for economic and social development,2018,Lesotho,central bank of lesotho national payment system maseru lesotho,lesotho,
2-s2.0-85049581815,"Lewis, D.R.","Ted Rogers School of Management, Toronto, ON, Canada",The perils of overconfidence: Why many consumers fail to seek advice when they really should,2018,Canada,ted rogers toronto on canada,canada,
2-s2.0-85049505783,"Dubauskas, G.","General Jonas Žemaitis Military Academy of Lithuania, Vilnius, Vilnius, Lithuania",National finance sustainability perception - The evidence from the last crisis in Baltics,2018,Lithuania,general jonas žemaitis military academy of lithuania vilnius vilnius lithuania,lithuania,
2-s2.0-85048597149,"Hari, J.","St. Georgen Platz 2, Winterthur, Switzerland",Women are scaredy-cats and men are conquerors?: Gender specifics in financial investments,2018,Switzerland,st georgen platz 2 winterthur switzerland,switzerland,
2-s2.0-85048597149,"Pirsch, E.","Theaterstrasse 15b, Winterthur, Switzerland",Women are scaredy-cats and men are conquerors?: Gender specifics in financial investments,2018,Switzerland,theaterstrasse 15b winterthur switzerland,switzerland,
2-s2.0-85047868178,"Wilkes, W.","AWWA Government Affairs Office, Washington, DC, United States",Make Water Affordable Again?,2018,United States,awwa government affairs office washington dc united states,united states,
2-s2.0-85044151928,"Lahav, E.","School of Business Administration, College of Management Academic Studies Israel, Rishon Letsiyon, Israel",Don’t Let Them Fool You: Adolescents’ Present-orientation and Inferior Financial Understanding,2018,Israel,college of management academic studies israel rishon letsiyon israel,israel,
2-s2.0-85044151928,"Shavit, T.","Department of Economics, Western Galilee College, Acre, HaZafon, Israel",Don’t Let Them Fool You: Adolescents’ Present-orientation and Inferior Financial Understanding,2018,Israel,western galilee college acre hazafon israel,israel,
2-s2.0-85044092891,"Skagerlund, K.","Department of Behavioral Sciences and Learning, Linköpings Universitet, Linkoping, Östergötland, Sweden",Financial literacy and the role of numeracy–How individuals’ attitude and affinity with numbers influence financial literacy,2018,Sweden,linköpings universitet linkoping östergötland sweden,sweden,
2-s2.0-85044092891,"Lind, T.","Department of Management and Engineering, Linköpings Universitet, Linkoping, Östergötland, Sweden",Financial literacy and the role of numeracy–How individuals’ attitude and affinity with numbers influence financial literacy,2018,Sweden,linköpings universitet linkoping östergötland sweden,sweden,
2-s2.0-85044092891,"Strömbäck, C.","Department of Medical and Health Sciences, Linköpings Universitet, Linkoping, Östergötland, Sweden",Financial literacy and the role of numeracy–How individuals’ attitude and affinity with numbers influence financial literacy,2018,Sweden,linköpings universitet linkoping östergötland sweden,sweden,
2-s2.0-85044092891,"Tinghög, G.","Decision Research, Eugene, OR, United States",Financial literacy and the role of numeracy–How individuals’ attitude and affinity with numbers influence financial literacy,2018,United States,decision research eugene or united states,united states,
2-s2.0-85043482700,"McMains, K.C.","Texas Department of Otolaryngology-Head and Neck Surgery, South Texas Veterans Health Care System, San Antonio, TX, United States","Workforce Considerations, Training, and Diseases in the Middle East",2018,United States,texas south texas veterans health care system san antonio tx united states,united states,
2-s2.0-85041135509,"Peeters, N.","CEBUD, Thomas More, Belgium, Mechelen, VAN, Belgium",A Systematic Literature Review to Identify Successful Elements for Financial Education and Counseling in Groups,2018,Belgium,cebud thomas more belgium mechelen van belgium,belgium,
2-s2.0-85041135509,"Rijk, K.","Thomas More, Belgium, Mechelen, VAN, Belgium",A Systematic Literature Review to Identify Successful Elements for Financial Education and Counseling in Groups,2018,Belgium,thomas more belgium mechelen van belgium,belgium,
2-s2.0-85040007573,"Sirgy, M.J.","Department of Marketing, Virginia Tech, Pamplin College of Business, Blacksburg, VA, United States",The Psychology of Material Well-Being,2018,United States,virginia tech pamplin college of business blacksburg va united states,united states,
2-s2.0-85035317438,"Zhu, A.Y.F.","Centre for Innovative Programmes for Adolescents and Families, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",Development of Financial Capacity in Adolescents,2018,Hong Kong,the hong kong polytechnic university hong kong hong kong hong kong,hong kong,
2-s2.0-85035317438,"Chou, K.L.","Department of Asian and Policy Studies, The Education University of Hong Kong, Hong Kong, Hong Kong",Development of Financial Capacity in Adolescents,2018,Hong Kong,the education university of hong kong hong kong hong kong,hong kong,
2-s2.0-84992451712,"Bateman, H.","UNSW Business School, Kensington, NSW, Australia",Individual Capability and Effort in Retirement Benefit Choice,2018,Australia,unsw business kensington nsw australia,australia,
2-s2.0-84992451712,"Iskhakov, F.","ANU College of Business & Economics, Canberra, ACT, Australia",Individual Capability and Effort in Retirement Benefit Choice,2018,Australia,anu college of business and economics canberra act australia,australia,
2-s2.0-84992451712,"Louviere, J.","ARC Centre of Excellence in Population Ageing Research, UNSW Sydney, Sydney, NSW, Australia",Individual Capability and Effort in Retirement Benefit Choice,2018,Australia,arc unsw sydney sydney nsw australia,australia,
2-s2.0-84992451712,"Thorp, S.","Trinity College Cambridge, Cambridge, Cambridgeshire, United Kingdom",Individual Capability and Effort in Retirement Benefit Choice,2018,United Kingdom,trinity college cambridge cambridge cambridgeshire united kingdom,united kingdom,
2-s2.0-85053171894,"Saeedi, A.","North Branch (Management and Social Sciences Faculty), Islamic Azad University, Tehran, Tehran, Iran",Financial literacy: Empowerment in the stock market,2018,Iran,north branch (management and social sciences islamic azad university tehran tehran iran,iran,
2-s2.0-85053171894,"Hamedi, M.","Securities and Exchange Organization of Iran, Tehran, Iran",Financial literacy: Empowerment in the stock market,2018,Iran,securities and exchange organization of iran tehran iran,iran,
2-s2.0-85022178588,"Niu, G.","Research Institute of Economics and Management, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",Financial literacy and retirement planning: evidence from China,2018,China,research southwestern university of finance and economics chengdu sichuan china,china,
2-s2.0-85022178588,"Zhou, Y.","Department of Finance, Wuhan University, Wuhan, Hubei, China",Financial literacy and retirement planning: evidence from China,2018,China,wuhan university wuhan hubei china,china,
2-s2.0-85045462715,"Wilson, L.","Rowe School of Business, Halifax, NS, Canada",Competencies physicians need to lead – a Canadian case,2018,Canada,rowe halifax ns canada,canada,
2-s2.0-85046683270,"Chen, Q.","Zhongshan Institute, University of Electronic Science and Technology of China, Chengdu, Sichuan, China",An empirical research on bank client credit assessments,2018,China,zhongshan university of electronic science and technology of china chengdu sichuan china,china,
2-s2.0-85046683270,"Tsai, S.-B.","Economics and Management College, Civil Aviation University of China, Tianjin, Tianjin, China",An empirical research on bank client credit assessments,2018,China,economics and management college civil aviation university of china tianjin tianjin china,china,
2-s2.0-85046683270,"Zhai, Y.","School of Economics and Management, Shanghai Institute of Technology, Shanghai, Shanghai, China",An empirical research on bank client credit assessments,2018,China,shanghai shanghai shanghai china,china,
2-s2.0-85046683270,"Chu, C.-C.","Department of Finance, Shantou University Business School, Shantou, Guangdong, China",An empirical research on bank client credit assessments,2018,China,shantou university business shantou guangdong china,china,
2-s2.0-85046683270,"Zhou, J.","Shantou University, Shantou, Guangdong, China",An empirical research on bank client credit assessments,2018,China,shantou university shantou guangdong china,china,
2-s2.0-85046683270,"Li, G.","Nankai University, Tianjin, China",An empirical research on bank client credit assessments,2018,China,nankai university tianjin china,china,
2-s2.0-85046683270,"Zheng, Y.","School of Economics and Management, Shanghai Maritime University, Shanghai, China",An empirical research on bank client credit assessments,2018,China,shanghai maritime university shanghai china,china,
2-s2.0-85054422391,"Lundgren, A.D.","Division of Dermatology, Dell Medical School, Austin, TX, United States",Establishing financial literacy: what every resident needs to know,2018,United States,dell medical austin tx united states,united states,
2-s2.0-85049878483,"Chandrachoodan Nair, B.","ITM Business School, Kannur, India",Perceived financial literacy and savings behavior of it professionals in Kerala,2018,India,itm business kannur india,india,
2-s2.0-85047226740,"Gawlik, L.","Mineral and Energy Economy Research Institute of the Polish Academy of Sciences, Krakow, Poland",The Polish power industry in energy transformation process,2018,Poland,mineral and energy economy research krakow poland,poland,
2-s2.0-85043338949,"Pak, T.-Y.","Department of Consumer Sciences, Tuscaloosa, AL, United States",Financial literacy and high-cost borrowing: Exploring the mechanism,2018,United States,tuscaloosa al united states,united states,
2-s2.0-85040242705,"Zahed, S.E.","College of Engineering, Arlington, TX, United States",Financing underground freight transportation systems in Texas: Identification of funding sources and assessment of enabling legislation,2018,United States,college of engineering arlington tx united states,united states,
2-s2.0-85040242705,"Shahandashti, S.M.","College of Engineering, Arlington, TX, United States",Financing underground freight transportation systems in Texas: Identification of funding sources and assessment of enabling legislation,2018,United States,college of engineering arlington tx united states,united states,
2-s2.0-85042053874,"Federspiel, A.","Neurology and Neurorehabilitation Center, Kantonsspital Luzern, Luzern, Lucerne, Switzerland",Blood perfusion in left inferior and middle frontal gyrus predicts communication skills in schizophrenia,2018,Switzerland,neurology and neurorehabilitation kantonsspital luzern luzern lucerne switzerland,switzerland,
2-s2.0-85046949039,"Mehra, A.","Microsoft Research, Redmond, WA, United States",Prayana: Intermediated financial management in resource-constrained settings,2018,United States,microsoft research redmond wa united states,united states,
2-s2.0-85046949039,"Muralidhar, S.","Aarhus Universitet, Aarhus, Midtjylland, Denmark",Prayana: Intermediated financial management in resource-constrained settings,2018,Denmark,aarhus universitet aarhus midtjylland denmark,denmark,
2-s2.0-85046949039,"Satija, S.","Indraprastha Institute of Information Technology, Delhi, New Delhi, India",Prayana: Intermediated financial management in resource-constrained settings,2018,India,indraprastha delhi new delhi india,india,
2-s2.0-85061581036,"Thornhill Iv, T.A.","Yale School of Medicine, New Haven, CT, United States",Financial Capability: Clinicians' Assessment of Beneficiaries With Dual Diagnoses,2018,United States,yale new haven ct united states,united states,
2-s2.0-85061581036,"Black, A.C.","VA Connecticut Healthcare System, West Haven, CT, United States",Financial Capability: Clinicians' Assessment of Beneficiaries With Dual Diagnoses,2018,United States,va connecticut healthcare system west haven ct united states,united states,
2-s2.0-85028538621,"Mori, N.","Department of Finance, University of Dar es Salaam, Dar Es Salaam, Tanzania",An institutional view on access to finance by Tanzanian women-owned enterprises,2018,Tanzania,university of dar es salaam dar es salaam tanzania,tanzania,
2-s2.0-85028538621,"D'Espallier, B.","Universitetet i Agder, Kristiansand, Norway",An institutional view on access to finance by Tanzanian women-owned enterprises,2018,Norway,universitetet i agder kristiansand norway,norway,
2-s2.0-85052118134,"Jathanna, P.N.R.","Department of Health Information Management, Manipal College of Health professions, Manipal, KA, India","Awareness and utilization of health insurance among selected population of State of Sikkim, India",2018,India,manipal college of health professions manipal ka india,india,
2-s2.0-85049646148,"Yoon, S.","Financial Education Council, South Korea",Developing a big game for financial education using service design approach,2018,South Korea,financial education council south korea,south korea,
2-s2.0-85045397362,"Groot, W.","Universiteit Maastricht, Maastricht, Limburg, Netherlands",A review of financial-literacy education programs for children and adolescents,2018,Netherlands,universiteit maastricht maastricht limburg netherlands,netherlands,
2-s2.0-85044603986,"Becchetti, L.","Facoltà di Economia, Rome, Lazio, Italy","Gamblers, scratchers and their financial education",2018,Italy,facoltà di economia rome lazio italy,italy,
2-s2.0-85044603986,"Bellucci, D.","European Commission, European Commission Joint Research Centre, Brussels, Belgium","Gamblers, scratchers and their financial education",2018,Belgium,european commission european commission joint research brussels belgium,belgium,
2-s2.0-85044409008,"Nell, L.","Universiteit Utrecht, Utrecht, Netherlands",How Text Presentation and Financial Literacy Affect Pension Communication Success,2018,Netherlands,universiteit utrecht utrecht netherlands,netherlands,
2-s2.0-85044028714,"Hanafizadeh, P.","Faculty of Management and Accounting, Allameh Tabataba'i University, Tehran, Tehran, Iran",Social network banking: A case study of 100 leading global banks,2018,Iran,allameh tabataba'i university tehran tehran iran,iran,
2-s2.0-85041559525,"Grohmann, A.","German Institute for Economic Research, Berlin, Germany",Financial literacy and financial behavior: Evidence from the emerging Asian middle class,2018,Germany,german berlin germany,germany,
2-s2.0-85040714614,"Bianchi, M.","Toulouse School of Economics - Recherche - (TSE-R), Toulouse, Occitanie, France",Financial Literacy and Portfolio Dynamics,2018,France,toulouse toulouse occitanie france,france,
2-s2.0-85040661529,"Steinert, J.I.","Department of Social Policy and Intervention, Oxford Social Sciences Division, Oxford, Oxfordshire, United Kingdom","Do saving promotion interventions increase household savings, consumption, and investments in Sub-Saharan Africa? A systematic review and meta-analysis",2018,United Kingdom,oxford social sciences oxford oxfordshire united kingdom,united kingdom,
2-s2.0-85040661529,"Filipiak, U.","Institute of Criminology, Cambridge, Cambridgeshire, United Kingdom","Do saving promotion interventions increase household savings, consumption, and investments in Sub-Saharan Africa? A systematic review and meta-analysis",2018,United Kingdom,cambridge cambridgeshire united kingdom,united kingdom,
2-s2.0-85040661529,"Movsisyan, A.","Department of Psychiatry and Mental Health, Groote Schuur Hospital, Observatory, Western Cape, South Africa","Do saving promotion interventions increase household savings, consumption, and investments in Sub-Saharan Africa? A systematic review and meta-analysis",2018,South Africa,groote schuur hospital observatory western cape south africa,south africa,
2-s2.0-85019243157,"Doehring, C.","Iliff School of Theology, Denver, CO, United States",In over Our Heads with Financial Anxiety from Student Debt,2018,United States,iliff denver co united states,united states,
2-s2.0-85014570840,"Zhang, X.","Public Policy Program, National Graduate Institute for Policy Studies, Minato, Tokyo, Japan",Impact of the Local Public Hospital Reform on the Efficiency of Medium-Sized Hospitals in Japan: An Improved Slacks-Based Measure Data Envelopment Analysis Approach,2018,Japan,public policy program national graduate minato tokyo japan,japan,
2-s2.0-85014570840,"Tone, K.","Department of Life Science, FiNC Inc, Tokyo, Japan",Impact of the Local Public Hospital Reform on the Efficiency of Medium-Sized Hospitals in Japan: An Improved Slacks-Based Measure Data Envelopment Analysis Approach,2018,Japan,finc inc tokyo japan,japan,
2-s2.0-85014570840,"Lu, Y.","National Graduate Institute for Policy Studies, Minato, Tokyo, Japan",Impact of the Local Public Hospital Reform on the Efficiency of Medium-Sized Hospitals in Japan: An Improved Slacks-Based Measure Data Envelopment Analysis Approach,2018,Japan,national graduate minato tokyo japan,japan,
2-s2.0-85010021953,"Cardella, E.","Rawls College of Business, Lubbock, TX, United States",Risky business: Precarious manhood and investment portfolio decisions,2018,United States,rawls college of business lubbock tx united states,united states,
2-s2.0-85044831061,"Günther, M.K.","Overseas Development Institute, London, United Kingdom",Deciphering financial literacy in India: Evidence from states,2018,United Kingdom,overseas development london united kingdom,united kingdom,
2-s2.0-85044831061,"Ghosh, S.","Qatar Central Bank, Doha, Ad-Dawhah, Qatar",Deciphering financial literacy in India: Evidence from states,2018,Qatar,qatar central bank doha ad dawhah qatar,qatar,
2-s2.0-85044237126,"McCrimmon, T.","Global Health Research Center of Central Asia, Almaty, Almaty, Kazakhstan",Microfinance for women at high risk for HIV in Kazakhstan: Study protocol for a cluster-randomized controlled trial,2018,Kazakhstan,global health research almaty almaty kazakhstan,kazakhstan,
2-s2.0-85106587260,"Zhang, G.","School of Public Policy and Management, Guangdong University of Finance & Economics, Guangzhou, Guangdong, China",Spatial Characteristics and Spatial Effect of Chinese Provincial Financial Exclusion; 中国金融排斥的空间特征与空间效应,2018,China,guangdong university of finance and economics guangzhou guangdong china,china,
2-s2.0-85106587260,"Yao, Y.","School of Geography and Tourism, Guangdong University of Finance & Economics, Guangzhou, Guangdong, China",Spatial Characteristics and Spatial Effect of Chinese Provincial Financial Exclusion; 中国金融排斥的空间特征与空间效应,2018,China,guangdong university of finance and economics guangzhou guangdong china,china,
2-s2.0-85106587260,"Zhou, C.","School of Geography and Planning, Sun Yat-Sen University, Guangzhou, Guangdong, China",Spatial Characteristics and Spatial Effect of Chinese Provincial Financial Exclusion; 中国金融排斥的空间特征与空间效应,2018,China,sun yat sen university guangzhou guangdong china,china,
2-s2.0-85039040408,"Hansen, N.","Seattle Children's Hospital, Seattle, WA, United States",Financial Capability and Sociodemographic Factors among Survivors of Human Trafficking,2018,United States,seattle children's hospital seattle wa united states,united states,
2-s2.0-85087789509,"Kayode, O.F.","Department of Environmental Engineering and Water Technology, IHE Delft Institute for Water Education, Delft, Zuid-Holland, Netherlands",Management recommendations for improving decentralized wastewater treatment by the food and beverage industries in Nigeria,2018,Netherlands,ihe delft delft zuid holland netherlands,netherlands,
2-s2.0-85087789509,"Lüthi, C.","Department of Sanitation, Eawag - Swiss Federal Institute of Aquatic Science and Technology, Dubendorf, ZH, Switzerland",Management recommendations for improving decentralized wastewater treatment by the food and beverage industries in Nigeria,2018,Switzerland,eawag  swiss federal dubendorf zh switzerland,switzerland,
2-s2.0-85051438652,"Adesina, T.F.","Department of Banking and Finance, Covenant University, Ota, Ogun, Nigeria",Stock market volatility and non-macroeconomic factors: A vector error correction approach,2018,Nigeria,covenant university ota ogun nigeria,nigeria,
2-s2.0-85051438652,"Ikpefan, O.A.","Department of Economics and Development Studies, Covenant University, Ota, Ogun, Nigeria",Stock market volatility and non-macroeconomic factors: A vector error correction approach,2018,Nigeria,covenant university ota ogun nigeria,nigeria,
2-s2.0-85049895240,"Willis, L.E.","Loyola Law School Los Angeles, Los Angeles, CA, United States","Finanzinformierte bürger_innen, bürgerbestimmtes finanzsystem: Ein essay aus anlass des international handbook of financial literacy",2018,United States,loyola law los angeles ca united states,united states,
2-s2.0-85046096365,"Pant, V.","National Institute of Food Technology, Entrepreneurship and Management, Thanjavur, Thanjavur, TN, India","An assessment of bank credit literacy, accessibility and service quality among women self help groups",2018,India,national entrepreneurship and management thanjavur thanjavur tn india,india,
2-s2.0-85046060920,"Lim, S.S.","Southwest Jiaotong University, Chengdu, Sichuan, China",Trust and household debt,2018,China,southwest jiaotong university chengdu sichuan china,china,
2-s2.0-85045771270,"Zhao, F.","School of Business, Siena College, Loudonville, NY, United States",Effects of culture and financial literacy among Chinese-Americans on participating in financial services,2018,United States,siena college loudonville ny united states,united states,
2-s2.0-85045771270,"Sun, J.","SUNY Old Westbury, Old Westbury, NY, United States",Effects of culture and financial literacy among Chinese-Americans on participating in financial services,2018,United States,suny old westbury old westbury ny united states,united states,
2-s2.0-85044788419,"Manikandan, A.","Department of Commerce, Vellore Institute of Technology, Vellore, TN, India",Role of engineering education in sustaining the economic development of India,2018,India,vellore vellore tn india,india,
2-s2.0-85042606241,"Pikulina, E.","Department of Finance, UBC Sauder School of Business, Vancouver, BC, Canada",Do confident individuals generally work harder?,2018,Canada,ubc sauder vancouver bc canada,canada,
2-s2.0-85042606241,"Tobler, P.N.","Department of Economics, Universität Zürich, Zurich, ZH, Switzerland",Do confident individuals generally work harder?,2018,Switzerland,universität zürich zurich zh switzerland,switzerland,
2-s2.0-85041896899,"Arrondel, L.","CNRS Centre National de la Recherche Scientifique, Paris, Ile-de-France, France",Financial Literacy and Asset Behaviour: Poor Education and Zero for Conduct?,2018,France,cnrs paris ile de france france,france,
2-s2.0-85038413330,"Hoffmann, A.","The Adelaide Business School, Adelaide, SA, Australia",Personal finance blogs: Helpful tool for consumers with low financial literacy or preaching to the choir?,2018,Australia,the adelaide business adelaide sa australia,australia,
2-s2.0-85038413330,"Otteby, K.","Charlottenstrasse 73, Dusseldorf, Germany",Personal finance blogs: Helpful tool for consumers with low financial literacy or preaching to the choir?,2018,Germany,charlottenstrasse 73 dusseldorf germany,germany,
2-s2.0-85038000538,"Smart, C.","Mossavar-Rahmani Center for Business and Government, John F. Kennedy School of Government, Cambridge, MA, United States",The financial education of the Eurozone,2018,United States,mossavar rahmani john f kennedy cambridge ma united states,united states,
2-s2.0-85042542811,"Burrus, B.B.","Center for the Health of At-Risk Populations, RTI International, Research Triangle Park, NC, United States",Building bridges to a brighter tomorrow: A systematic evidence review of interventions that prepare adolescents for adulthood,2018,United States,rti international research triangle park nc united states,united states,
2-s2.0-85042542811,"Krieger, K.","Behavioral Health and Criminal Justice Division, RTI International, Research Triangle Park, NC, United States",Building bridges to a brighter tomorrow: A systematic evidence review of interventions that prepare adolescents for adulthood,2018,United States,behavioral health and criminal justice rti international research triangle park nc united states,united states,
2-s2.0-85042135570,"Song, J.","Chinese University of Hong Kong, Hong Kong, Hong Kong",Smooth or troubled occupation transition? Urbanization and employment of former peasants in Western China,2018,Hong Kong,chinese university of hong kong hong kong hong kong,hong kong,
2-s2.0-85042135570,"Du, H.","David C. Lam Institute for East-West Studies, Hong Kong Baptist University, Hong Kong, Hong Kong",Smooth or troubled occupation transition? Urbanization and employment of former peasants in Western China,2018,Hong Kong,david c lam hong kong baptist university hong kong hong kong,hong kong,
2-s2.0-85041294121,"Chauhan, A.","Jaipuria Institute of Management, Noida, Noida, UP, India",An interpretive structural modeling (ISM) and decision-making trail and evaluation laboratory (DEMATEL) method approach for the analysis of barriers of waste recycling in India,2018,India,jaipuria noida noida up india,india,
2-s2.0-85041294121,"Singh, A.","Indian Institute of Management Rohtak, Rohtak, HR, India",An interpretive structural modeling (ISM) and decision-making trail and evaluation laboratory (DEMATEL) method approach for the analysis of barriers of waste recycling in India,2018,India,indian rohtak hr india,india,
2-s2.0-85040722081,"Della Sala, S.","School of Social Sciences, Edinburgh, Scotland, United Kingdom",Acreemagnosia (loss of financial knowledge): a symptom of functional and cognitive loss in frail elderly,2018,United Kingdom,edinburgh scotland united kingdom,united kingdom,
2-s2.0-85033571823,"Karlan, D.","Kellogg School of Management Northwestern University, Evanston, IL, United States",The Impact of Financial Education for Youth in Ghana,2018,United States,kellogg evanston il united states,united states,
2-s2.0-85040764251,"Gander, J.C.","Department of Epidemiology, Rollins School of Public Health, Atlanta, GA, United States",Process evaluation of the RaDIANT community study: A dialysis facility-level intervention to increase referral for kidney transplantation,2018,United States,rollins atlanta ga united states,united states,
2-s2.0-85040764251,"McPherson, L.J.","Department of Behavioral Sciences and Health Education, Rollins School of Public Health, Atlanta, GA, United States",Process evaluation of the RaDIANT community study: A dialysis facility-level intervention to increase referral for kidney transplantation,2018,United States,rollins atlanta ga united states,united states,
2-s2.0-85040764251,"Arriola, K.J.","Department of Biology, Spelman College, Atlanta, GA, United States",Process evaluation of the RaDIANT community study: A dialysis facility-level intervention to increase referral for kidney transplantation,2018,United States,spelman college atlanta ga united states,united states,
2-s2.0-85040764251,"Plantinga, L.","Piedmont Transplant Institute, Atlanta, GA, United States",Process evaluation of the RaDIANT community study: A dialysis facility-level intervention to increase referral for kidney transplantation,2018,United States,piedmont transplant atlanta ga united states,united states,
2-s2.0-85040764251,"Browne, T.","Hypertension, Medical College of Georgia, Augusta, GA, United States",Process evaluation of the RaDIANT community study: A dialysis facility-level intervention to increase referral for kidney transplantation,2018,United States,hypertension medical college of georgia augusta ga united states,united states,
2-s2.0-85040764251,"Hartmann, E.","End Stage Renal Disease Network 6, Southeastern Kidney Council, Raleigh, NC, United States",Process evaluation of the RaDIANT community study: A dialysis facility-level intervention to increase referral for kidney transplantation,2018,United States,end stage renal disease network 6 southeastern kidney council raleigh nc united states,united states,
2-s2.0-85147382510,"Lazar, C.M.","Yale School of Medicine, New Haven, CT, United States",Is Capability to Manage Finances Stable Over Time?,2018,United States,yale new haven ct united states,united states,
2-s2.0-85125228651,"Sichigea, N.","Financial Investment Service Company Estinvest, Focșani, Romania",Returns on the Capital Market: A Challenge for Investment,2018,Romania,financial investment service company estinvest focșani romania,romania,
2-s2.0-85110571421,"Cordisco Tsai, L.C.","John F. Kennedy School of Government, Cambridge, MA, United States",Experiences of Financial Vulnerability and Empowerment among Women who were Trafficked in the Philippines,2018,United States,john f kennedy cambridge ma united states,united states,
2-s2.0-85082347812,"Peña-Muñoz, M.","Fujitsu Limited, Minato, Tokyo, Japan",Populating the FLE financial knowledge graph,2018,Japan,fujitsu limited minato tokyo japan,japan,
2-s2.0-85071347578,"Riitsalu, L.","Tartu Ülikool, Tartu, Tartumaa, Estonia",Disentangling financial literacy: Threedimensional approach to analysing management of personal finances in Estonia,2018,Estonia,tartu ülikool tartu tartumaa estonia,estonia,
2-s2.0-85071347578,"Murakas, R.","Institute of Social Studies, Tartu Ülikool, Tartu, Tartumaa, Estonia",Disentangling financial literacy: Threedimensional approach to analysing management of personal finances in Estonia,2018,Estonia,tartu ülikool tartu tartumaa estonia,estonia,
2-s2.0-85070078350,"Hütten, M.","Darmstadt Business School, Darmstadt, Germany",Critical financial literacy: An agenda,2018,Germany,darmstadt business darmstadt germany,germany,
2-s2.0-85068051721,"Bourova, E.","Melbourne Law School, Melbourne, VIC, Australia",Impacts of financial literacy and confidence on the severity of financial hardship in Australia,2018,Australia,melbourne law melbourne vic australia,australia,
2-s2.0-85065146521,"Brünner, R.N.","VIVE – The Danish Center of Social Science Research, Copenhagen, Denmark",Making ends meet in financial scarcity in old age,2018,Denmark,vive – the danish copenhagen denmark,denmark,
2-s2.0-85064447467,"Dong, G.N.","Department of Health Policy and Management, Mailman School of Public Health, New York, NY, United States",Informal bankruptcy: Health expenditure shocks and financial distress avoidance,2018,United States,mailman new york ny united states,united states,
2-s2.0-85064432700,"Meng, X.","China Institute of Public Finance and Policy, Central University of Finance and Economics, Beijing, China",Credit card usage among college students in China,2018,China,china central university of finance and economics beijing china,china,
2-s2.0-85064116300,"Musweu, F.K.","DMI-St. Eugene University, Lusaka, Zambia",Access to finance and funding practice in Zambia,2018,Zambia,dmi st eugene university lusaka zambia,zambia,
2-s2.0-85063955994,"Malkina, M.Yu.","Department of Economic Theory and Methodology, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Nizhny Novgorod Oblast, Russian Federation",Interrelation of financial literacy in the sphere of digital technologies with personal characteristics of Russian students: The gender aspect; Взаимосвязь финансовой грамотности в Сфере цифровых технологий и личностных характеристик российских студентов: Гендерный аспект,2018,Russian Federation,lobachevsky state university of nizhni novgorod nizhny novgorod nizhny novgorod oblast russian federation,russian federation,
2-s2.0-85063756056,"Darroz, L.M.","Matemática e em Física. Especialista em Física, Mestre em Ensino de Física e Doutor em Educação em Ciências, Spain",Financial education in high school: A proposal based on the meaningful learning theory; Educação financeira no ensino médio: Uma proposta fundamentada na teoria da aprendizagem significativa,2018,Spain,matemática e em física especialista em física mestre em ensino de física e doutor em educação em ciências spain,spain,
2-s2.0-85063689837,"Krivosheev, S.A.","Sechenov First Moscow State Medical University, Moscow, Russian Federation",The patient-centered approach to providing pharmaceutical care to gerontological patients in ophthalmic practice,2018,Russian Federation,sechenov first moscow state medical university moscow russian federation,russian federation,
2-s2.0-85063184060,"Morkovina, S.S.","Department of Management and Economics of Entrepreneurship, Voronezh State University of Forestry and Technologies named after G.F. Morozov, Voronezh, Voronezh Oblast, Russian Federation",Export potential and measures to support small and medium-sized enterprises,2018,Russian Federation,voronezh state university of forestry and technologies named after gf morozov voronezh voronezh oblast russian federation,russian federation,
2-s2.0-85063184060,"Malitskaya, V.V.","Department of Accounting and Taxation, Plekhanov Russian University of Economics, Moscow, Russian Federation",Export potential and measures to support small and medium-sized enterprises,2018,Russian Federation,plekhanov russian university of economics moscow russian federation,russian federation,
2-s2.0-85063184060,"Panyavina, E.A.","Voronezh State University of Forestry and Technologies named after G.F. Morozov, Voronezh, Voronezh Oblast, Russian Federation",Export potential and measures to support small and medium-sized enterprises,2018,Russian Federation,voronezh state university of forestry and technologies named after gf morozov voronezh voronezh oblast russian federation,russian federation,
2-s2.0-85063181091,"Vovchenko, N.G.","Department of Finance, Rostov State Economic University, Rostov-on-Don, Rostov Oblast, Russian Federation",Improvement of financial literacy as a crucial factor of economic development,2018,Russian Federation,rostov state economic university rostov on don rostov oblast russian federation,russian federation,
